box_id,sku,product_name,quantity,unit,category,weight,received_date
BOX-Rack-B1-L1-P2,SKU-1001,Laptop Computer,8,each,Electronics,5.5,2026-01-04
BOX-Rack-B1-L1-P2,SKU-1008,Headphones,52,each,Electronics,0.6,2026-02-11
BOX-Rack-B1-L1-P3,SKU-1009,Webcam HD,24,each,Electronics,0.8,2025-12-27
BOX-Rack-B1-L2-P1,SKU-2006,Kitchen Knife Set,22,set,Home Goods,4.8,2025-12-25
BOX-Rack-B1-L2-P2,SKU-2004,Bedding Set Queen,13,set,Home Goods,7,2026-01-12
BOX-Rack-B1-L2-P3,SKU-1001,Laptop Computer,18,each,Electronics,5.5,2026-01-23
BOX-Rack-B1-L2-P3,SKU-2004,Bedding Set Queen,18,set,Home Goods,7,2026-01-24
BOX-Rack-B1-L3-P1,SKU-1010,Power Bank,50,each,Electronics,0.9,2026-01-19
BOX-Rack-B1-L3-P1,SKU-1001,Laptop Computer,21,each,Electronics,5.5,2026-02-01
BOX-Rack-B1-L3-P2,SKU-1001,Laptop Computer,12,each,Electronics,5.5,2026-02-10
BOX-Rack-B1-L3-P2,SKU-2004,Bedding Set Queen,16,set,Home Goods,7,2026-01-09
BOX-Rack-B1-L3-P3,SKU-1003,Smartphone,28,each,Electronics,0.4,2026-02-03
BOX-Rack-B1-L3-P3,SKU-1008,Headphones,47,each,Electronics,0.6,2026-01-02
BOX-Rack-B2-L1-P1,SKU-2005,Throw Pillows 4pk,48,pack,Home Goods,3.2,2026-01-16
BOX-Rack-B2-L1-P1,SKU-1008,Headphones,55,each,Electronics,0.6,2026-01-24
BOX-Rack-B2-L1-P2,SKU-1009,Webcam HD,42,each,Electronics,0.8,2026-01-15
BOX-Rack-B2-L1-P2,SKU-1010,Power Bank,117,each,Electronics,0.9,2026-01-29
BOX-Rack-B2-L1-P3,SKU-2005,Throw Pillows 4pk,43,pack,Home Goods,3.2,2026-01-08
BOX-Rack-B2-L1-P3,SKU-1001,Laptop Computer,17,each,Electronics,5.5,2026-01-24
BOX-Rack-B2-L2-P1,SKU-1009,Webcam HD,47,each,Electronics,0.8,2026-01-13
BOX-Rack-B2-L2-P2,SKU-1001,Laptop Computer,24,each,Electronics,5.5,2026-01-04
BOX-Rack-B2-L2-P3,SKU-1009,Webcam HD,24,each,Electronics,0.8,2026-02-17
BOX-Rack-B2-L2-P3,SKU-2005,Throw Pillows 4pk,35,pack,Home Goods,3.2,2026-02-06
BOX-Rack-B2-L3-P1,SKU-2007,Cookware Set,11,set,Home Goods,15,2026-02-17
BOX-Rack-B2-L3-P2,SKU-2001,Coffee Maker,14,each,Home Goods,8.5,2026-01-19
BOX-Rack-B2-L3-P3,SKU-1005,Keyboard,26,each,Electronics,1.8,2026-01-23
BOX-Rack-B3-L1-P1,SKU-1006,Monitor 24inch,25,each,Electronics,12,2026-01-22
BOX-Rack-B3-L1-P1,SKU-2001,Coffee Maker,10,each,Home Goods,8.5,2026-02-04
BOX-Rack-B3-L1-P2,SKU-1006,Monitor 24inch,29,each,Electronics,12,2025-12-26
BOX-Rack-B3-L1-P2,SKU-1005,Keyboard,70,each,Electronics,1.8,2026-02-19
BOX-Rack-B3-L1-P3,SKU-1001,Laptop Computer,15,each,Electronics,5.5,2025-12-25
BOX-Rack-B3-L2-P1,SKU-2002,Blender,29,each,Home Goods,6.2,2026-01-31
BOX-Rack-B3-L2-P1,SKU-2003,Toaster,35,each,Home Goods,4.5,2026-02-08
BOX-Rack-B3-L2-P2,SKU-1003,Smartphone,57,each,Electronics,0.4,2026-01-14
BOX-Rack-B3-L2-P3,SKU-1004,Wireless Mouse,83,each,Electronics,0.3,2026-01-02
BOX-Rack-B3-L3-P1,SKU-1001,Laptop Computer,9,each,Electronics,5.5,2026-02-06
BOX-Rack-B3-L3-P1,SKU-2010,Table Lamp,27,each,Home Goods,5.5,2026-02-17
BOX-Rack-B3-L3-P2,SKU-2006,Kitchen Knife Set,26,set,Home Goods,4.8,2026-01-01
BOX-Rack-B3-L3-P3,SKU-1009,Webcam HD,41,each,Electronics,0.8,2026-01-07
BOX-Rack-B3-L3-P3,SKU-1010,Power Bank,48,each,Electronics,0.9,2026-01-07
BOX-Rack-B4-L1-P1,SKU-2005,Throw Pillows 4pk,23,pack,Home Goods,3.2,2026-01-10
BOX-Rack-B4-L1-P2,SKU-2007,Cookware Set,23,set,Home Goods,15,2026-01-22
BOX-Rack-B4-L1-P3,SKU-2006,Kitchen Knife Set,17,set,Home Goods,4.8,2026-01-12
BOX-Rack-B4-L1-P3,SKU-2004,Bedding Set Queen,18,set,Home Goods,7,2026-01-18
BOX-Rack-B4-L2-P1,SKU-1010,Power Bank,65,each,Electronics,0.9,2025-12-29
BOX-Rack-B4-L2-P2,SKU-1002,Tablet Device,21,each,Electronics,1.2,2026-02-14
BOX-Rack-B4-L2-P2,SKU-1008,Headphones,87,each,Electronics,0.6,2026-02-18
BOX-Rack-B4-L2-P3,SKU-1006,Monitor 24inch,16,each,Electronics,12,2026-01-16
BOX-Rack-B4-L3-P1,SKU-1004,Wireless Mouse,90,each,Electronics,0.3,2026-01-13
BOX-Rack-B4-L3-P2,SKU-2001,Coffee Maker,29,each,Home Goods,8.5,2025-12-30
BOX-Rack-B4-L3-P2,SKU-1004,Wireless Mouse,79,each,Electronics,0.3,2026-01-07
BOX-Rack-B4-L3-P3,SKU-1006,Monitor 24inch,18,each,Electronics,12,2026-02-05
BOX-Rack-B4-L3-P3,SKU-2003,Toaster,25,each,Home Goods,4.5,2026-02-09
BOX-Rack-B5-L1-P1,SKU-2006,Kitchen Knife Set,28,set,Home Goods,4.8,2026-02-09
BOX-Rack-B5-L1-P2,SKU-2001,Coffee Maker,10,each,Home Goods,8.5,2026-02-18
BOX-Rack-B5-L1-P2,SKU-1006,Monitor 24inch,18,each,Electronics,12,2026-01-26
BOX-Rack-B5-L1-P3,SKU-1008,Headphones,65,each,Electronics,0.6,2026-02-01
BOX-Rack-B5-L2-P1,SKU-1001,Laptop Computer,12,each,Electronics,5.5,2026-01-18
BOX-Rack-B5-L2-P1,SKU-1002,Tablet Device,37,each,Electronics,1.2,2025-12-22
BOX-Rack-B5-L2-P2,SKU-1004,Wireless Mouse,70,each,Electronics,0.3,2026-02-01
BOX-Rack-B5-L2-P3,SKU-2006,Kitchen Knife Set,14,set,Home Goods,4.8,2025-12-22
BOX-Rack-B5-L3-P1,SKU-1008,Headphones,79,each,Electronics,0.6,2025-12-27
BOX-Rack-B5-L3-P1,SKU-2003,Toaster,14,each,Home Goods,4.5,2025-12-22
BOX-Rack-B5-L3-P2,SKU-1007,USB Cable Pack,85,pack,Electronics,0.2,2026-01-30
BOX-Rack-B5-L3-P3,SKU-2007,Cookware Set,18,set,Home Goods,15,2026-02-13
BOX-Rack-B5-L3-P3,SKU-1003,Smartphone,21,each,Electronics,0.4,2026-01-10
BOX-Rack-B6-L1-P1,SKU-2002,Blender,32,each,Home Goods,6.2,2026-01-14
BOX-Rack-B6-L1-P2,SKU-1001,Laptop Computer,8,each,Electronics,5.5,2026-01-17
BOX-Rack-B6-L1-P3,SKU-1007,USB Cable Pack,116,pack,Electronics,0.2,2026-01-24
BOX-Rack-B6-L1-P3,SKU-2006,Kitchen Knife Set,15,set,Home Goods,4.8,2026-01-18
BOX-Rack-B6-L2-P1,SKU-2006,Kitchen Knife Set,26,set,Home Goods,4.8,2026-02-05
BOX-Rack-B6-L2-P1,SKU-1001,Laptop Computer,7,each,Electronics,5.5,2026-01-30
BOX-Rack-B6-L2-P2,SKU-1001,Laptop Computer,8,each,Electronics,5.5,2026-01-30
BOX-Rack-B6-L2-P3,SKU-1002,Tablet Device,34,each,Electronics,1.2,2026-01-18
BOX-Rack-B6-L3-P1,SKU-2006,Kitchen Knife Set,13,set,Home Goods,4.8,2026-02-08
BOX-Rack-B6-L3-P1,SKU-2005,Throw Pillows 4pk,34,pack,Home Goods,3.2,2026-02-16
BOX-Rack-B6-L3-P2,SKU-1008,Headphones,75,each,Electronics,0.6,2026-02-16
BOX-Rack-B6-L3-P2,SKU-2006,Kitchen Knife Set,24,set,Home Goods,4.8,2026-01-11
BOX-Rack-B6-L3-P3,SKU-1002,Tablet Device,24,each,Electronics,1.2,2026-01-30
BOX-Rack-B6-L3-P3,SKU-1007,USB Cable Pack,121,pack,Electronics,0.2,2026-01-20
BOX-Rack-C1-L1-P1,SKU-2010,Table Lamp,22,each,Home Goods,5.5,2026-01-15
BOX-Rack-C1-L1-P2,SKU-1004,Wireless Mouse,69,each,Electronics,0.3,2025-12-31
BOX-Rack-C1-L1-P3,SKU-1004,Wireless Mouse,78,each,Electronics,0.3,2026-01-20
BOX-Rack-C1-L1-P3,SKU-1008,Headphones,74,each,Electronics,0.6,2026-02-09
BOX-Rack-C1-L2-P1,SKU-2007,Cookware Set,17,set,Home Goods,15,2026-01-30
BOX-Rack-C1-L2-P2,SKU-1003,Smartphone,59,each,Electronics,0.4,2026-02-06
BOX-Rack-C1-L2-P2,SKU-1002,Tablet Device,15,each,Electronics,1.2,2026-01-04
BOX-Rack-C1-L2-P3,SKU-2004,Bedding Set Queen,9,set,Home Goods,7,2026-01-16
BOX-Rack-C1-L2-P3,SKU-1005,Keyboard,70,each,Electronics,1.8,2026-02-02
BOX-Rack-C1-L3-P1,SKU-1005,Keyboard,42,each,Electronics,1.8,2025-12-27
BOX-Rack-C1-L3-P1,SKU-1002,Tablet Device,21,each,Electronics,1.2,2026-01-30
BOX-Rack-C1-L3-P2,SKU-1007,USB Cable Pack,68,pack,Electronics,0.2,2025-12-25
BOX-Rack-C1-L3-P2,SKU-2002,Blender,32,each,Home Goods,6.2,2025-12-23
BOX-Rack-C1-L3-P3,SKU-2006,Kitchen Knife Set,27,set,Home Goods,4.8,2026-02-07
BOX-Rack-C1-L3-P3,SKU-2001,Coffee Maker,25,each,Home Goods,8.5,2025-12-23
BOX-Rack-C2-L1-P1,SKU-2006,Kitchen Knife Set,20,set,Home Goods,4.8,2026-01-09
BOX-Rack-C2-L1-P1,SKU-1001,Laptop Computer,7,each,Electronics,5.5,2026-01-31
BOX-Rack-C2-L1-P2,SKU-2004,Bedding Set Queen,11,set,Home Goods,7,2026-02-09
BOX-Rack-C2-L1-P3,SKU-2007,Cookware Set,14,set,Home Goods,15,2026-02-17
BOX-Rack-C2-L2-P1,SKU-2008,Dinner Plates 12pk,21,pack,Home Goods,8,2026-01-31
BOX-Rack-C2-L2-P1,SKU-1004,Wireless Mouse,78,each,Electronics,0.3,2026-02-08
BOX-Rack-C2-L2-P2,SKU-1007,USB Cable Pack,98,pack,Electronics,0.2,2025-12-29
BOX-Rack-C2-L2-P2,SKU-2010,Table Lamp,21,each,Home Goods,5.5,2026-01-16
BOX-Rack-C2-L2-P3,SKU-2006,Kitchen Knife Set,15,set,Home Goods,4.8,2026-01-02
BOX-Rack-C2-L3-P1,SKU-2001,Coffee Maker,31,each,Home Goods,8.5,2026-01-29
BOX-Rack-C2-L3-P1,SKU-1005,Keyboard,34,each,Electronics,1.8,2026-01-05
BOX-Rack-C2-L3-P2,SKU-1001,Laptop Computer,15,each,Electronics,5.5,2026-02-13
BOX-Rack-C2-L3-P2,SKU-1005,Keyboard,39,each,Electronics,1.8,2026-01-24
BOX-Rack-C2-L3-P3,SKU-1001,Laptop Computer,19,each,Electronics,5.5,2025-12-26
BOX-Rack-C3-L1-P1,SKU-2005,Throw Pillows 4pk,43,pack,Home Goods,3.2,2025-12-29
BOX-Rack-C3-L1-P1,SKU-1003,Smartphone,41,each,Electronics,0.4,2026-01-19
BOX-Rack-C3-L1-P2,SKU-1001,Laptop Computer,21,each,Electronics,5.5,2026-01-25
BOX-Rack-C3-L1-P2,SKU-1004,Wireless Mouse,37,each,Electronics,0.3,2026-01-20
BOX-Rack-C3-L1-P3,SKU-1004,Wireless Mouse,55,each,Electronics,0.3,2025-12-30
BOX-Rack-C3-L2-P1,SKU-2003,Toaster,41,each,Home Goods,4.5,2026-01-24
BOX-Rack-C3-L2-P1,SKU-2010,Table Lamp,29,each,Home Goods,5.5,2026-02-13
BOX-Rack-C3-L2-P2,SKU-2004,Bedding Set Queen,10,set,Home Goods,7,2026-01-08
BOX-Rack-C3-L2-P2,SKU-1010,Power Bank,113,each,Electronics,0.9,2025-12-23
BOX-Rack-C3-L2-P3,SKU-1007,USB Cable Pack,89,pack,Electronics,0.2,2025-12-23
BOX-Rack-C3-L3-P1,SKU-1004,Wireless Mouse,73,each,Electronics,0.3,2026-02-08
BOX-Rack-C3-L3-P2,SKU-1003,Smartphone,59,each,Electronics,0.4,2025-12-28
BOX-Rack-C3-L3-P2,SKU-1010,Power Bank,103,each,Electronics,0.9,2026-01-13
BOX-Rack-C3-L3-P3,SKU-1001,Laptop Computer,23,each,Electronics,5.5,2026-01-27
BOX-Rack-C4-L1-P1,SKU-1009,Webcam HD,22,each,Electronics,0.8,2026-01-26
BOX-Rack-C4-L1-P2,SKU-2002,Blender,39,each,Home Goods,6.2,2026-01-07
BOX-Rack-C4-L1-P3,SKU-1001,Laptop Computer,17,each,Electronics,5.5,2025-12-28
BOX-Rack-C4-L1-P3,SKU-1006,Monitor 24inch,21,each,Electronics,12,2026-02-18
BOX-Rack-C4-L2-P1,SKU-2002,Blender,32,each,Home Goods,6.2,2025-12-27
BOX-Rack-C4-L2-P1,SKU-1004,Wireless Mouse,31,each,Electronics,0.3,2025-12-23
BOX-Rack-C4-L2-P2,SKU-1001,Laptop Computer,9,each,Electronics,5.5,2026-02-13
BOX-Rack-C4-L2-P3,SKU-2001,Coffee Maker,17,each,Home Goods,8.5,2025-12-28
BOX-Rack-C4-L3-P1,SKU-2003,Toaster,26,each,Home Goods,4.5,2026-01-18
BOX-Rack-C4-L3-P1,SKU-1005,Keyboard,45,each,Electronics,1.8,2026-01-20
BOX-Rack-C4-L3-P2,SKU-1010,Power Bank,97,each,Electronics,0.9,2026-01-08
BOX-Rack-C4-L3-P3,SKU-1004,Wireless Mouse,97,each,Electronics,0.3,2025-12-29
BOX-Rack-C4-L3-P3,SKU-2003,Toaster,35,each,Home Goods,4.5,2026-02-01
BOX-Rack-C5-L1-P1,SKU-1001,Laptop Computer,20,each,Electronics,5.5,2026-02-05
BOX-Rack-C5-L1-P2,SKU-1004,Wireless Mouse,44,each,Electronics,0.3,2026-01-01
BOX-Rack-C5-L1-P2,SKU-2010,Table Lamp,41,each,Home Goods,5.5,2026-01-17
BOX-Rack-C5-L1-P3,SKU-2006,Kitchen Knife Set,15,set,Home Goods,4.8,2026-01-27
BOX-Rack-C5-L1-P3,SKU-1001,Laptop Computer,17,each,Electronics,5.5,2025-12-28
BOX-Rack-C5-L2-P1,SKU-1006,Monitor 24inch,15,each,Electronics,12,2026-02-06
BOX-Rack-C5-L2-P1,SKU-1010,Power Bank,87,each,Electronics,0.9,2026-02-03
BOX-Rack-C5-L2-P2,SKU-1004,Wireless Mouse,39,each,Electronics,0.3,2026-01-11
BOX-Rack-C5-L2-P3,SKU-1009,Webcam HD,28,each,Electronics,0.8,2026-02-16
BOX-Rack-C5-L3-P1,SKU-2003,Toaster,16,each,Home Goods,4.5,2025-12-26
BOX-Rack-C5-L3-P2,SKU-1005,Keyboard,47,each,Electronics,1.8,2026-02-15
BOX-Rack-C5-L3-P3,SKU-1001,Laptop Computer,24,each,Electronics,5.5,2026-01-18
BOX-Rack-C5-L3-P3,SKU-1006,Monitor 24inch,27,each,Electronics,12,2026-01-27
BOX-Rack-C6-L1-P1,SKU-1001,Laptop Computer,14,each,Electronics,5.5,2026-02-19
BOX-Rack-C6-L1-P1,SKU-1002,Tablet Device,32,each,Electronics,1.2,2026-01-17
BOX-Rack-C6-L1-P2,SKU-1005,Keyboard,78,each,Electronics,1.8,2025-12-29
BOX-Rack-C6-L1-P2,SKU-2006,Kitchen Knife Set,23,set,Home Goods,4.8,2025-12-27
BOX-Rack-C6-L1-P3,SKU-1002,Tablet Device,32,each,Electronics,1.2,2026-02-14
BOX-Rack-C6-L1-P3,SKU-1001,Laptop Computer,20,each,Electronics,5.5,2026-02-10
BOX-Rack-C6-L2-P1,SKU-1004,Wireless Mouse,47,each,Electronics,0.3,2026-01-09
BOX-Rack-C6-L2-P1,SKU-1007,USB Cable Pack,49,pack,Electronics,0.2,2026-02-09
BOX-Rack-C6-L2-P2,SKU-1010,Power Bank,107,each,Electronics,0.9,2026-02-09
BOX-Rack-C6-L2-P2,SKU-2001,Coffee Maker,16,each,Home Goods,8.5,2026-01-26
BOX-Rack-C6-L2-P3,SKU-2005,Throw Pillows 4pk,32,pack,Home Goods,3.2,2026-01-21
BOX-Rack-C6-L2-P3,SKU-1002,Tablet Device,22,each,Electronics,1.2,2025-12-27
BOX-Rack-C6-L3-P1,SKU-1004,Wireless Mouse,91,each,Electronics,0.3,2025-12-27
BOX-Rack-C6-L3-P2,SKU-1004,Wireless Mouse,76,each,Electronics,0.3,2026-01-14
BOX-Rack-C6-L3-P2,SKU-1001,Laptop Computer,18,each,Electronics,5.5,2026-01-07
BOX-Rack-C6-L3-P3,SKU-2006,Kitchen Knife Set,13,set,Home Goods,4.8,2026-01-22
BOX-Rack-D1-L1-P1,SKU-1003,Smartphone,36,each,Electronics,0.4,2026-02-17
BOX-Rack-D1-L1-P2,SKU-1001,Laptop Computer,22,each,Electronics,5.5,2026-01-20
BOX-Rack-D1-L1-P3,SKU-2010,Table Lamp,18,each,Home Goods,5.5,2026-01-25
BOX-Rack-D1-L1-P3,SKU-1004,Wireless Mouse,75,each,Electronics,0.3,2026-01-11
BOX-Rack-D1-L2-P1,SKU-2007,Cookware Set,12,set,Home Goods,15,2025-12-29
BOX-Rack-D1-L2-P1,SKU-2003,Toaster,20,each,Home Goods,4.5,2026-02-18
BOX-Rack-D1-L2-P2,SKU-2010,Table Lamp,29,each,Home Goods,5.5,2026-01-19
BOX-Rack-D1-L2-P3,SKU-2006,Kitchen Knife Set,9,set,Home Goods,4.8,2026-02-08
BOX-Rack-D1-L2-P3,SKU-1004,Wireless Mouse,55,each,Electronics,0.3,2026-02-07
BOX-Rack-D1-L3-P1,SKU-2006,Kitchen Knife Set,18,set,Home Goods,4.8,2026-02-10
BOX-Rack-D1-L3-P2,SKU-1010,Power Bank,99,each,Electronics,0.9,2026-01-22
BOX-Rack-D1-L3-P2,SKU-1007,USB Cable Pack,99,pack,Electronics,0.2,2026-01-19
BOX-Rack-D1-L3-P3,SKU-1004,Wireless Mouse,74,each,Electronics,0.3,2026-02-02
BOX-Rack-D2-L1-P1,SKU-2004,Bedding Set Queen,8,set,Home Goods,7,2026-01-14
BOX-Rack-D2-L1-P2,SKU-2001,Coffee Maker,12,each,Home Goods,8.5,2026-02-05
BOX-Rack-D2-L1-P3,SKU-2008,Dinner Plates 12pk,16,pack,Home Goods,8,2026-01-04
